Playlist_Name,Username,Track_Title,Track_ID,Artist,Duration_ms,Popularity,Explicit,Album,Release_Date,Label,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Tempo,Time_Signature
Gym,Slavvy Coelho,Bomb A Drop,5HJqLDDjgdhON8LL9U3Oa3,Garmiani,158554,52,False,Bomb A Drop,2016-02-19,Dim Mak Records,0.675,0.992,7,-0.533,0.0605,0.0022,0.221,0.387,128.034,4
Gym,Slavvy Coelho,Voodoo (feat. Walshy Fire),4I6Oju4HroXhn54k8Kkxh8,Garmiani,144609,43,False,Voodoo (feat. Walshy Fire),2016-11-15,Dim Mak Records,0.855,0.994,5,-1.573,0.0977,0.0552,1.01e-05,0.635,128.003,4
Gym,Slavvy Coelho,Ragga Bomb,2zBXZY8lvzzmtzm07uImXc,Skrillex,258826,57,False,Recess,2014-03-14,OWSLA/Big Beat/ATL,0.595,0.961,7,-3.781,0.31,0.0282,0,0.271,174.071,4
Gym,Slavvy Coelho,Get Low,3oZoXyU0SkDldgS7AcN4y4,Dillon Francis,212773,64,False,"Money Sucks, Friends Rule",2014-10-22,Columbia,0.674,0.932,11,-4.424,0.0859,0.0282,0.71,0.684,101.033,4
Rip offs -_-,Slavvy Coelho,Pachai Nirame,6LgkoexFvjZ5V9qG8mYV3l,Hariharan,358626,44,False,Alaipayuthey (Original Motion Picture Soundtrack),2000-12-31,Saregama,0.64,0.399,1,-16.303,0.0391,0.427,0.00247,0.381,87.972,4
Rip offs -_-,Slavvy Coelho,Kadhal Sadugudu,4vP3rarKvrhtcK2umoyq65,S. P. B. Charan,275586,44,False,Alaipayuthey (Original Motion Picture Soundtrack),2000-12-31,Saregama,0.76,0.272,7,-17.96,0.0493,0.00555,4.73e-06,0.115,87.981,4
Rip offs -_-,Slavvy Coelho,Endrendrum Punnagai,6YWPi4mxr9nv4eNqGE36UW,Srinivas,241973,36,False,Alaipayuthey (Original Motion Picture Soundtrack),2000-12-31,Saregama,0.834,0.421,7,-12.481,0.0396,0.0454,0.102,0.071,110.003,4
Rip offs -_-,Slavvy Coelho,Venmathiye,3BWDyIgqYJtK1DH7cpXzdF,Tippu,326960,43,False,Minnale (Original Motion Picture Soundtrack),1962-01-02,Saregama,0.837,0.351,11,-14.189,0.0491,0.193,1.46e-06,0.35,124.011,4
Rip offs -_-,Slavvy Coelho,Vaseegara,3vxy9D4qd7TO4j6Gi2zmXo,Bombay Jayashri,299146,46,False,Minnale (Original Motion Picture Soundtrack),1962-01-02,Saregama,0.694,0.293,11,-16.278,0.0431,0.595,0.0154,0.132,143.804,4
Rip offs -_-,Slavvy Coelho,Mental Manadhil,4mOmWSdTmf6fSAibGWCKp7,A.R. Rahman,205759,50,False,O Kadhal Kanmani (Original Motion Picture Soundtrack),2015-04-07,Sony Music Entertainment India Pvt. Ltd.,0.568,0.886,6,-7.983,0.081,0.0123,3.4e-05,0.361,160.054,4
Rip offs -_-,Slavvy Coelho,Saathiya,78KKYDENYsw6jYfuEZsqJl,Sonu Nigam,357433,46,False,Saathiya (Original),2002-10-18,YRF Music,0.462,0.457,1,-15.251,0.106,0.186,0,0.334,175.94,4
Rip offs -_-,Slavvy Coelho,Aye Udi Udi Udi,6K0Ea7pq2trf6SwsfEKkOp,Adnan Sami,276715,46,False,Saathiya (Original),2002-10-18,YRF Music,0.721,0.375,5,-16.621,0.0683,0.0278,0,0.112,87.953,4
Rip offs -_-,Slavvy Coelho,O Humdum Suniyo Re,0KdDgQgvvh7tYM3jj3n78l,KK,237740,46,False,Saathiya (Original),2002-10-18,YRF Music,0.814,0.477,7,-12.855,0.0466,0.00722,0.00961,0.0404,109.982,4
Rip offs -_-,Slavvy Coelho,Zara Zara,1fCUBgnId0eLuHNl5M4Xmm,Bombay Jayashri,298266,44,False,Rehnaa Hai Terre Dil Mein (Original Motion Picture Soundtrack),2001-12-01,Saregama,0.635,0.268,11,-15.073,0.0895,0.594,2.04e-06,0.316,143.771,4
Rip offs -_-,Slavvy Coelho,Such Keh Raha Hai,5sRH0l4iaWoyWbgqybttrY,KK,328880,33,False,Rehnaa Hai Terre Dil Mein (Original Motion Picture Soundtrack),2001-12-01,Saregama,0.797,0.307,11,-14.138,0.0486,0.336,0,0.169,124.002,4
Sem 1 and 2,Slavvy Coelho,Chogada,1HBGWNyoRJhxvsfO8LLFDo,Darshan Raval,249741,51,False,Loveyatri - A Journey Of Love,2018-10-03,T-Series,0.359,0.972,7,-3.452,0.109,0.136,2.52e-06,0.14,62.914,4
Sem 1 and 2,Slavvy Coelho,Akh Lad Jaave,5SVpD60u9vjoQ2OeoKsTkb,Badshah,180175,51,False,Loveyatri - A Journey Of Love,2018-10-03,T-Series,0.867,0.705,10,-3.893,0.0522,0.00452,0,0.0868,94.985,4
Sem 1 and 2,Slavvy Coelho,Rangtaari,2seZib5m8TPHm5FmgiUrvp,Dev Negi,217242,37,False,Loveyatri - A Journey Of Love,2018-10-03,T-Series,0.514,0.923,7,-3.306,0.253,0.101,0,0.599,113.953,3
Sem 1 and 2,Slavvy Coelho,Chogada (Unplugged),4udV7FMBt9Ndu6zoXmXqXZ,Darshan Raval,240243,46,False,Loveyatri - A Journey Of Love,2018-10-03,T-Series,0.293,0.402,4,-6.558,0.0283,0.815,0,0.137,97.014,4
Sem 1 and 2,Slavvy Coelho,Kamariya,5HJvDTnAaDWqhsE841I1QR,Lijo George,251640,57,False,Mitron (Original Motion Picture Soundtrack),2018-08-30,Sony Music Entertainment India Pvt. Ltd.,0.337,0.963,7,-2.93,0.296,0.284,0,0.281,62.481,4
Sem 1 and 2,Slavvy Coelho,"The Humma Song (From ""OK Jaanu"")",7Ck2si1vtgdPXdKGtWGGXr,A.R. Rahman,179657,51,False,"The Humma Song (From ""OK Jaanu"")",2017-01-04,Sony Music Entertainment India Pvt. Ltd.,0.721,0.65,0,-6.95,0.136,0.0115,0.000137,0.34,130.491,5
Sem 1 and 2,Slavvy Coelho,Lamberghini,45P9g6kUb7itdonjjGjDdS,The Doorbeen,216999,54,False,Lamberghini - Single,2018-02-26,Times Music,0.953,0.584,11,-7.57,0.0518,0.543,0,0.0786,104.007,4
Sem 1 and 2,Slavvy Coelho,Asli Hip Hop,4ZIvqmpihn94QyFfGcQtdZ,Ranveer Singh,108826,49,False,Gully Boy,2019-01-24,Zee Music Company,0.667,0.641,8,-11.009,0.609,0.572,0,0.311,169.968,4
Sem 1 and 2,Slavvy Coelho,Mere Gully Mein,7fKywVasHSlshJQpkN2atd,Ranveer Singh,185000,52,False,Gully Boy,2019-01-24,Zee Music Company,0.844,0.617,11,-12.748,0.116,0.00502,0,0.0558,107.999,4
Sem 1 and 2,Slavvy Coelho,Doori Poem,4eXPySPSwmi0Nf9VZOts2F,Ranveer Singh,65696,41,False,Gully Boy,2019-01-24,Zee Music Company,0.726,0.304,1,-17.513,0.0365,0.254,0.745,0.0946,94.001,4
Sem 1 and 2,Slavvy Coelho,Doori,3L1JZLKvULunqV2qkjBJsp,Ranveer Singh,135319,48,False,Gully Boy,2019-01-24,Zee Music Company,0.722,0.43,5,-13.041,0.0557,0.0449,0.0492,0.156,94.003,4
Sem 1 and 2,Slavvy Coelho,Train Song,6SQDhaDMwLeRGHfyLb00d4,Midival Punditz,238930,47,False,Gully Boy,2019-01-24,Zee Music Company,0.397,0.684,8,-10.014,0.0419,0.0486,0.0075,0.11,63.047,4
Sem 1 and 2,Slavvy Coelho,Jingostan Beatbox,2I5MXXz8hhciLTf0gX5emw,D-Cypher,141989,39,False,Gully Boy,2019-01-24,Zee Music Company,0.921,0.652,4,-11.23,0.27,0.456,2.93e-06,0.222,110.01,4
Sem 1 and 2,Slavvy Coelho,Sher Aaya Sher,2qPNdVlqZl1cYqsNc3MXnA,DIVINE,134351,56,False,Gully Boy,2019-01-24,Zee Music Company,0.832,0.657,7,-7.755,0.209,0.0433,2.93e-05,0.0752,104.005,4
Sem 1 and 2,Slavvy Coelho,Jahaan Tu Chala,3Frn3MJRQFvjCIbTbBUZCS,Jasleen Royal,140305,51,False,Gully Boy,2019-01-24,Zee Music Company,0.459,0.187,2,-15.631,0.0353,0.879,0.00488,0.126,111.829,4
Sem 1 and 2,Slavvy Coelho,Azadi,07qSl2sNpFNILaYyZ6yIS9,Dub Sharma,155470,54,False,Gully Boy,2019-01-24,Zee Music Company,0.846,0.693,9,-8.041,0.217,0.784,0.000417,0.339,97.94,4
Sem 1 and 2,Slavvy Coelho,Kab Se Kab Tak,5J9PZD8kTuzfsBbbUh1oHu,Ranveer Singh,213241,47,False,Gully Boy,2019-01-24,Zee Music Company,0.772,0.588,9,-10.315,0.226,0.565,0.000908,0.106,82.969,4
Sem 1 and 2,Slavvy Coelho,Kaam Bhaari,2haaEnrn5HwCT46ZptCITK,Kaam Bhaari,138222,47,False,Gully Boy,2019-01-24,Zee Music Company,0.834,0.819,7,-8.502,0.0843,0.576,0.00326,0.0506,130.009,4
Sem 1 and 2,Slavvy Coelho,Apna Time Aayega,5uaIbU3oHHcSOK6WFNK5nj,Ranveer Singh,140463,60,False,Gully Boy,2019-01-24,Zee Music Company,0.766,0.618,11,-8.552,0.124,0.0187,0.000115,0.181,95.054,4
Sem 1 and 2,Slavvy Coelho,Jeene Mein Aye Maza,33HXbggKvIitg7y3UBhNfn,Ankur Tewari,199344,44,False,Gully Boy,2019-01-24,Zee Music Company,0.743,0.215,2,-14.52,0.0514,0.854,0.604,0.0814,162.09,3
Sem 1 and 2,Slavvy Coelho,Har Gham Mein Khushi Hai,4W5OP3xAolaDTYQ6k4xVmp,Ace aka Mumbai,168786,39,False,Gully Boy,2019-01-24,Zee Music Company,0.763,0.71,1,-4.71,0.0744,0.278,0,0.411,94.029,4
Sem 1 and 2,Slavvy Coelho,Jingostan,06ECyIQclBsjerzJsEerTY,Dub Sharma,154754,37,False,Gully Boy,2019-01-24,Zee Music Company,0.86,0.636,6,-9.923,0.367,0.4,0,0.324,110.004,4
Sem 1 and 2,Slavvy Coelho,Goriye,6fqQVPZ3usZWJGqL9zzeCE,Prem Hardeep,227531,37,False,Gully Boy,2019-01-24,Zee Music Company,0.763,0.869,11,-6.172,0.0457,0.0627,0,0.305,110.034,4
Sem 1 and 2,Slavvy Coelho,"Aankh Marey (From ""Simmba"")",790uNrqzKWCvj8rR1QXNpU,Neha Kakkar,212741,42,False,Frolic Neha Kakkar,2019-02-28,T-Series,0.796,0.978,5,-1.266,0.0955,0.289,0.00254,0.346,129.998,4
Sem 1 and 2,Slavvy Coelho,Udd Gaye - Bacardi House Party Sessions,6wZJsut8fjiWiMPaccRAOX,Ritviz,180413,68,False,Udd Gaye (Bacardi House Party Sessions),2017-11-27,Ritviz,0.595,0.818,11,-6.189,0.0479,0.000712,0.0386,0.142,144.956,4
Sem 1 and 2,Slavvy Coelho,"Dilbar (From ""Satyameva Jayate"")",6cARnc9YVlBNigjNSX63pp,Neha Kakkar,184432,45,False,Frolic Neha Kakkar,2019-02-28,T-Series,0.725,0.912,9,-3.665,0.0851,0.155,7.68e-05,0.107,104.055,4
Sem 1 and 2,Slavvy Coelho,Tareefan,5QyOjKJhR1iyF0DHQM2IvW,Badshah,186122,62,False,Veere Di Wedding,2018-05-31,Zee Music Company,0.829,0.654,5,-6.26,0.0685,0.0942,5.01e-06,0.2,98.012,4
Sem 1 and 2,Slavvy Coelho,Naina Da Kya Kasoor,4JQxGJ8jsKW8pOUVoAgOZr,Amit Trivedi,210951,63,False,Andhadhun,2018-10-03,Zee Music Company,0.845,0.659,9,-6.348,0.0373,0.159,0.0129,0.0782,125.965,4
Sem 1 and 2,Slavvy Coelho,Farak,0wcvsHMMrwA1Ah47RDJpdj,DIVINE,188347,51,False,Farak,2017-02-17,Sony Music Entertainment,0.712,0.692,6,-4.29,0.274,0.153,0,0.205,95.025,4
Sem 1 and 2,Slavvy Coelho,"Coca Cola (From ""Luka Chuppi"")",4bKkdGBttnK4SYjT4zPC1U,Tony Kakkar,179225,42,False,Frolic Neha Kakkar,2019-02-28,T-Series,0.721,0.867,0,-3.652,0.0903,0.12,0.00577,0.123,102.009,4
Sem 1 and 2,Slavvy Coelho,Aafat Waapas,0SwLSTufdmbmLs7iaQjg7C,Naezy,171802,41,False,Aafat Waapas - Single,2019-03-25,Naezy,0.92,0.874,6,-3.881,0.222,0.12,0,0.0939,130.027,4
Sem 1 and 2,Slavvy Coelho,Aahatein,3dQjCswDedsHNxdaOhcfiz,Karthik,267144,46,False,Ek Main Aur Ekk Tu,2011-12-29,T-Series,0.609,0.288,1,-13.371,0.0251,0.311,0.000145,0.109,81.999,4
Sem 1 and 2,Slavvy Coelho,Patang,0LnlTTgv5253a2I287jiuq,Nilotpal Bora,285449,34,False,Tripling: Season 2 (Music from Tvf Original Series),2019-04-03,The Viral Fever,0.295,0.305,7,-7.769,0.0306,0.738,5.94e-05,0.104,127.054,3
Sem 1 and 2,Slavvy Coelho,Ishq Ka Haafiz,02j4mnF3g6FOVtRZWF9OkE,Nilotpal Bora,234740,41,False,Tripling: Season 2 (Music from Tvf Original Series),2019-04-03,The Viral Fever,0.707,0.723,0,-4.927,0.0486,0.321,0,0.0541,142.494,3
Tamil,Slavvy Coelho,Neeyum Naanum,7JEvkDd5QsVH4qZO4Q2gNO,Anirudh Ravichander,301950,42,False,Wunderboy Anirudh,2016-03-03,Divo,0.569,0.613,4,-9.959,0.0431,0.0947,0.00619,0.113,157.98,4
Tamil,Slavvy Coelho,The Life of Ram,3hXX5v2JaVqDR3aeQcPAU9,Pradeep Kumar,354285,49,False,96 (Original Motion Picture Soundtrack),2018-08-17,Think Music,0.496,0.488,1,-9.799,0.0306,0.277,2.39e-06,0.183,83.945,4
Tamil,Slavvy Coelho,Anthaathi,7ciXqAPQXQVLrl5vGYmlh4,Govind Vasantha,434839,41,False,96 (Original Motion Picture Soundtrack),2018-08-17,Think Music,0.379,0.382,9,-11.39,0.0737,0.292,0.00132,0.126,94.908,4
Tamil,Slavvy Coelho,Kaathalae Kaathalae - Version 2,0a7Xd3hfN6jUb0pVEh1Zf1,Govind Vasantha,193267,36,False,96 (Original Motion Picture Soundtrack),2018-08-17,Think Music,0.307,0.258,4,-11.738,0.0315,0.876,0.0016,0.106,94.696,4
Tamil,Slavvy Coelho,Unakkenna Venum Sollu,00bHxCcteaAJhU5WiP1mtf,Harris Jayaraj,308242,43,False,Yennai Arindhaal (Original Motion Picture Soundtrack),2015-01-04,Sony Music Entertainment India Pvt. Ltd.,0.715,0.497,4,-9.914,0.0371,0.472,0,0.116,142.499,3
Tamil,Slavvy Coelho,Orasaadha - Madras Gig,7fec0UcxeHVe6kHIez2GSs,Vivek - Mervin,235500,55,False,Orasaadha (Madras Gig),2018-06-12,Sony Music Entertainment India Pvt. Ltd.,0.587,0.776,0,-4.892,0.0807,0.141,0,0.109,159.906,4
Tamil,Slavvy Coelho,Yeno Yeno Panithuli,5APtMcc2hQv61LqoOrMv0O,Harris Jayaraj,312586,37,False,Aadhavan (Original Motion Picture Soundtrack),2009-08-09,Think Music (India),0.898,0.517,2,-10.897,0.0375,0.17,0.00549,0.0695,106.996,4
Tamil,Slavvy Coelho,Unnaale Unnaale,4Va9qUpMta6PavfMwYI8MI,Karthik,283373,40,False,Unnale Unnale (Original Motion Picture Soundtrack),2006-12-31,Saregama,0.783,0.629,10,-9.753,0.0422,0.362,2.5e-06,0.0941,101.058,4
Tamil,Slavvy Coelho,Nenjukkul Peidhidum,4vlMdXsRpAIXYggwbNHZSv,Harris Jayaraj,369333,55,False,Vaaranam Aayiram (Original Motion Picture Soundtrack),2008-10-08,Sony Music Entertainment India Pvt. Ltd.,0.687,0.43,9,-10.31,0.0407,0.6,2.49e-06,0.132,115.01,4
Tamil,Slavvy Coelho,Iraiva,1PXM45yOnmGqHfI9SK9XmP,Hiphop Tamizha,278000,28,False,Hip Hop Tamizhan,2012-08-14,Purplenote,0.743,0.712,9,-6.882,0.0935,0.715,1.38e-06,0.13,94.958,4
Tamil,Slavvy Coelho,Vaadi Pulla Vaadi,5dQR15IPbFDhTVwjfZgqR0,Hiphop Tamizha,246700,42,False,Vaadi Pulla Vaadi,2014-08-15,Hiphop Tamizha,0.473,0.941,9,-5.431,0.062,0.342,8.92e-05,0.275,180.195,4
Tamil,Slavvy Coelho,Girlfriend,10TH7LO10wdqyxgKIK1Om6,A.R. Rahman,304000,38,False,Boys,2003-06-28,Ayngaran,0.788,0.783,2,-5.445,0.0576,0.161,0.000202,0.174,107.962,4
Tamil,Slavvy Coelho,Kanmunne,3kQaSeyKR0kflJ0V0aMdeJ,Yuvan Shankar Raja,361333,0,False,Thulluvatho Ilamai (Original Motion Picture Soundtrack),2001-12-31,Saregama,0.854,0.579,4,-11.097,0.0361,0.0665,1.35e-05,0.153,101.003,4
Tamil,Slavvy Coelho,Yuvan Mashup 2k18 (Straight from Our Hearts),6IqrrXE1VpHnTTbPHd8uFf,Stanley Xavier,382903,0,False,Yuvan Mashup 2k18 (Straight from Our Hearts),2018-08-31,Single by Two,0.449,0.713,0,-6.149,0.0324,0.355,4.32e-06,0.168,109.959,4
Tamil,Slavvy Coelho,Ennodu Nee Irundhaal,7mLEUzAulFygMchoGMrP8E,A.R. Rahman,352710,53,False,I (Original Motion Picture Soundtrack),2014-09-18,Sony Music Entertainment India Pvt. Ltd.,0.261,0.603,0,-6.733,0.0367,0.558,0,0.184,158.125,4
Tamil,Slavvy Coelho,Ennodu Nee Irundhaal - Reprise,3gWZ0Cwdz9GEd7aUrGlSv0,A.R. Rahman,252800,35,False,I (Original Motion Picture Soundtrack),2014-09-18,Sony Music Entertainment India Pvt. Ltd.,0.533,0.564,2,-6.373,0.0288,0.585,0.00306,0.112,80.991,4
Tamil,Slavvy Coelho,Poovukkul,4g9VvOS1WpFp2FZVSzvIZA,Unnikrishnan,413425,40,False,Jeans (Original Motion Picture Soundtrack),1998-06-27,New Music,0.754,0.517,7,-9.557,0.0283,0.115,1.87e-06,0.109,104.015,4
Tamil,Slavvy Coelho,Namma Chennai Chance ey Illa,6EJyDOvolh2gSpeVVk2Qti,Anirudh Ravichander,220146,16,False,Namma Chennai Chance Ey Illa - Single,2014-08-01,2014 Times Music,0.389,0.818,5,-4.16,0.145,0.157,0,0.263,199.723,4
Tamil,Slavvy Coelho,Usure,2wUB5GAkTNHno9Y7zyrDON,Siddhu Kumar,220000,40,False,Sivappu Manjal Pachai (Original Motion Picture Soundtrack),2019-06-07,Think Music,0.709,0.395,10,-11.521,0.034,0.233,0,0.127,95.005,4
Tamil,Slavvy Coelho,Yaen Ennai Pirindhaai,3iF1cjTreoo68TafjygwZB,Sid Sriram,198250,50,False,Adithya Varma,2019-09-30,Aditya Music,0.569,0.43,1,-7.679,0.0273,0.824,6.63e-06,0.116,76.466,4
Tamil,Slavvy Coelho,Pogadhe,2WiYbMi6kTLAWSCUbzf5zm,Yuvan Shankar Raja,330400,34,False,Deepavali (Original Motion Picture Soundtrack),2007-01-05,Ayngaran,0.655,0.518,4,-8.084,0.0349,0.724,2.8e-06,0.145,80.152,4
Ps,Slavvy Coelho,Ocean - Dream Levels,1SuzVLh26WWao4Te8FHjfj,Parekh & Singh,173098,21,False,Ocean (Dream Levels),2018-01-12,Peacefrog Records,0.563,0.241,11,-10.339,0.0456,0.956,0.0103,0.127,80.638,3
Ps,Slavvy Coelho,Philosophize - Dream Levels,4ABX8UZgtXlrLGczAHPkgd,Parekh & Singh,204385,30,False,Ocean (Deluxe),2018-02-02,Peacefrog Records,0.534,0.2,9,-12.888,0.0456,0.961,2.75e-06,0.11,84.691,4
Ps,Slavvy Coelho,"I Love You Baby, I Love You Doll",1uC8CoidgacQzx9f01n73h,Parekh & Singh,169986,43,False,Ocean,2016-10-28,Peacefrog Records,0.721,0.418,4,-11.315,0.0343,0.305,1.4e-06,0.277,94.935,4
Ps,Slavvy Coelho,Ghost,1PZVWBgUnrwIPWgWwsOtB1,Parekh & Singh,237386,14,False,Ocean (Deluxe),2018-02-02,Peacefrog Records,0.643,0.396,0,-10.809,0.0278,0.593,0.00981,0.0998,115.94,4
Ps,Slavvy Coelho,Newbury Street,0RyZxX1FskqOQ0seiTf62F,Parekh & Singh,161653,14,False,Ocean (Deluxe),2018-02-02,Peacefrog Records,0.648,0.835,9,-8.199,0.0524,0.466,0.00105,0.267,93.977,4
Ps,Slavvy Coelho,Ocean,3wAgY0vpAON8EqoeqU1IzP,Parekh & Singh,156453,15,False,Ocean (Deluxe),2018-02-02,Peacefrog Records,0.625,0.523,11,-8.954,0.0252,0.215,0.000959,0.105,90.008,4
Ps,Slavvy Coelho,Panda - Dream Levels,4GdzymeZXwrNJxZI9VRreB,Parekh & Singh,152324,17,False,Ocean (Deluxe),2018-02-02,Peacefrog Records,0.742,0.263,4,-12.916,0.0465,0.925,2.09e-05,0.189,130.003,1
Ps,Slavvy Coelho,You'll Never Walk Alone,6fSNK6QlZskYmKTvJnNH5P,Gerry & The Pacemakers,159546,56,False,The Very Best Of Gerry & Pacemakers,1997-10-13,Parlophone UK,0.474,0.365,0,-5.446,0.0306,0.251,2.02e-06,0.186,113.207,3
Ps,Slavvy Coelho,Tum Jab Paas,3FTRSa9mWB3kKx2jkhUAN3,Prateek Kuhad,235932,57,False,Tum Jab Paas - Single,2017-04-24,AO,0.751,0.344,6,-7.712,0.0379,0.528,1.62e-06,0.113,122.1,3
My playlist #1,Slavvy Coelho,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,242186,83,False,We Sing. We Dance. We Steal Things.,2008-05-12,Atlantic Records/ATG,0.686,0.457,11,-8.322,0.0468,0.595,0,0.105,150.953,4
My playlist #1,Slavvy Coelho,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,Ed Sheeran,258986,84,False,x (Deluxe Edition),2014-06-21,Atlantic Records UK,0.614,0.379,4,-10.48,0.0476,0.607,0.000464,0.0986,107.989,4
My playlist #1,Slavvy Coelho,So Far Away (feat. Jamie Scott & Romy Dya),0OlnLZY4cmQzT6ZGttvWBM,Martin Garrix,183636,69,False,So Far Away (feat. Jamie Scott & Romy Dya),2017-12-01,Epic Amsterdam,0.526,0.52,6,-7.985,0.0569,0.435,0,0.197,149.119,4
My playlist #1,Slavvy Coelho,I Took A Pill In Ibiza - Seeb Remix,1MtUq6Wp1eQ8PC6BbPCj8P,Mike Posner,197933,72,True,"At Night, Alone.",2016-05-06,"Monster Mountain, LLC / Island",0.664,0.714,7,-6.645,0.111,0.0353,8.42e-06,0.0843,101.969,4
My playlist #1,Slavvy Coelho,You're Beautiful,5pbajJXEPdcoXQPXoAVR1t,James Blunt,209493,66,True,Back to Bedlam,2005-10-04,Atlantic Records,0.675,0.479,0,-9.87,0.0278,0.633,1.76e-05,0.088,81.998,4
My playlist #1,Slavvy Coelho,Ride Wit Me,06iMqWThw4w8fTFyccvOwr,Nelly,291781,1,True,Country Grammar,2000-06-27,Universal/Island Def Jam,0.854,0.692,7,-6.625,0.0479,0.0668,0,0.247,101.865,4
My playlist #1,Slavvy Coelho,Let It Be - Remastered 2009,7iN1s7xHE4ifF5povM6A48,The Beatles,243026,78,False,Let It Be (Remastered),1970-05-08,EMI Catalogue,0.443,0.403,0,-8.339,0.0322,0.631,0,0.111,143.462,4
My playlist #1,Slavvy Coelho,Dusk Till Dawn - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,ZAYN,239000,83,False,Dusk Till Dawn (Radio Edit),2017-09-07,RCA Records Label,0.258,0.437,11,-6.593,0.039,0.101,1.27e-06,0.106,180.043,4
My playlist #1,Slavvy Coelho,Just Give Me a Reason (feat. Nate Ruess),4VC5nFbYO4avKksJ9jN4pY,P!nk,242733,2,False,The Truth About Love,2012-09-14,RCA Records Label,0.778,0.547,2,-7.273,0.0489,0.346,0.000302,0.132,95.002,4
My playlist #1,Slavvy Coelho,BoroBoro - Radio Edit,3lIeY717Kbj6FXVnUCmGhm,Arash,192213,51,False,Arash,2005-02-01,WM Sweden,0.686,0.943,10,-3.181,0.0446,0.327,0.0024,0.275,94.984,4
My playlist #1,Slavvy Coelho,Tera Mera Rishta - Remix,3VG9dxLvVxkiMQY7DRR2J8,Mustafa Zahid,294280,23,False,Awarapan (Original Motion Picture Soundtrack),2007-12-30,Saregama,0.635,0.909,4,-5.088,0.0375,0.133,0.0978,0.285,119.999,4
